Timestamp,Temperature,Humidity,Light,CO2,PIR,Microphone,Occupancy_Label
2026-01-07 14:03:08,21.2,45.5,97,62,0,0.0347,1
2026-01-07 14:03:10,21.1,45.5,99,62,0,0.0382,1
2026-01-07 14:03:12,21.1,45.5,132,62,0,0.0306,1
2026-01-07 14:03:14,21.1,45.5,102,62,0,0.0269,1
2026-01-07 14:03:16,21.1,45.5,105,62,0,0.0231,1
2026-01-07 14:03:18,21.1,45.5,100,62,0,0.0287,1
2026-01-07 14:03:20,21.1,45.5,100,62,0,0.0339,1
2026-01-07 14:03:22,21.2,45.5,104,62,1,0.0295,1
2026-01-07 14:03:24,21.2,45.5,99,62,0,0.0248,1
2026-01-07 14:03:26,21.2,45.5,98,62,0,0.0219,1
2026-01-07 14:03:28,21.2,45.5,97,63,0,0.0273,1
2026-01-07 14:03:30,21.3,45.5,102,63,0,0.0327,1
2026-01-07 14:03:32,21.4,45.5,97,63,0,0.0364,1
2026-01-07 14:03:34,21.4,45.5,96,63,0,0.0309,1
2026-01-07 14:03:36,21.4,45.5,102,63,0,0.0265,1
2026-01-07 14:03:38,21.5,45.5,105,63,0,0.0228,1
2026-01-07 14:03:40,21.6,45.5,98,63,0,0.0281,1
2026-01-07 14:03:42,21.5,45.5,98,63,0,0.0334,1
2026-01-07 14:03:44,21.6,45.5,103,63,0,0.0376,1
2026-01-07 14:03:46,21.5,45.5,97,63,0,0.0318,1
2026-01-07 14:03:48,21.5,45.5,99,63,0,0.0272,1
2026-01-07 14:03:50,21.5,45.5,99,63,0,0.0239,1
2026-01-07 14:03:52,21.5,45.5,105,63,0,0.0296,1
2026-01-07 14:03:54,21.4,45.5,99,63,0,0.0348,1
2026-01-07 14:03:56,21.5,45.5,104,63,0,0.0389,1
2026-01-07 14:03:58,21.5,45.5,103,63,0,0.0321,1
2026-01-07 14:04:00,21.6,45.5,97,63,0,0.0284,1
2026-01-07 14:04:02,21.6,45.5,105,63,0,0.0247,1
2026-01-07 14:04:04,21.6,45.5,101,63,0,0.0215,1
2026-01-07 14:04:06,21.6,45.5,102,63,0,0.0279,1
2026-01-07 14:04:08,21.6,45.5,103,63,0,0.0332,1
2026-01-07 14:04:10,21.7,45.5,101,63,0,0.0371,1
2026-01-07 14:04:12,21.7,45.5,104,63,0,0.0314,1
2026-01-07 14:04:14,21.7,45.5,97,63,0,0.0268,1
2026-01-07 14:04:16,21.6,45.5,104,63,0,0.0234,1
2026-01-07 14:04:18,21.6,45.5,97,63,0,0.0291,1
2026-01-07 14:04:20,21.6,45.5,96,63,0,0.0346,1
2026-01-07 14:04:22,21.6,45.5,99,63,0,0.0387,1
2026-01-07 14:04:24,21.6,45.5,97,63,0,0.0329,1
2026-01-07 14:04:26,21.6,45.5,105,63,0,0.0283,1
2026-01-07 14:04:28,21.6,45.5,98,63,0,0.0249,1
2026-01-07 14:04:30,21.7,45.5,100,63,0,0.0307,1
2026-01-07 14:04:32,21.7,45.5,100,63,0,0.0358,1
2026-01-07 14:04:34,21.6,45.5,102,63,0,0.0395,1
2026-01-07 14:04:36,21.6,45.5,98,63,0,0.0336,1
2026-01-07 14:04:38,21.6,45.5,105,63,0,0.0291,1
2026-01-07 14:04:40,21.5,45.5,97,63,0,0.0256,1
2026-01-07 14:04:42,21.5,45.5,103,63,0,0.0319,1
2026-01-07 14:04:44,21.5,45.5,101,63,0,0.0368,1
2026-01-07 14:04:46,21.5,45.5,103,63,0,0.0402,1
2026-01-07 14:04:48,21.6,45.5,103,63,0,0.0345,1
2026-01-07 14:04:50,21.5,45.5,103,63,0,0.0301,1
2026-01-07 14:04:52,21.5,45.6,99,63,0,0.0264,1
2026-01-07 14:04:54,21.5,45.6,100,63,0,0.0328,1
